"date","BAYER","SIEMENS","SAP","DAIMLER","ALLIANZ","BASF","DEUTSCHE_TELEKOM","MUENCHENER_RUECK","BMW","FRESENIUS","DEUTSCHE_BANK","DEUTSCHE_POST","LINDE","VOLKSWAGEN","CONTINENTAL","VDAX","DAX"
"2010-06-10",47.525,59.5251798179228,33.1112817158467,35.135156030773,64.5490638409258,37.565933529225,7.00583209932576,79.9655815557302,35.9236683173791,17.3113388752685,36.6375935682921,9.8687395454718,79.5241283362406,64.6598889286341,37.2554898166463,23.27,6056.59
"2010-06-11",47.8,58.495359617692,33.3130679202092,35.0533226639842,65.0036908814464,37.6794384761015,7.03730214725856,80.7903738998708,35.4893579922985,17.1693133056446,37.2804548910104,10.0047748023643,79.4057617609748,64.6778375445754,39.2480848959807,22.459999,6047.83
"2010-06-14",48.075,60.5550000181536,33.5515425253649,34.7955475585995,65.9288967884707,38.3520603835183,7.07776363745787,81.065304681251,35.1879998075487,17.1819378007223,37.2575176982037,10.1366877787448,79.7517563655978,64.713734776458,39.8519015866881,21.34,6125
"2010-06-15",48.4,61.4826243206516,33.7533287297274,34.7791808852417,67.4762239088388,38.7850607364178,7.19315381321148,82.2435794585948,35.3652693279898,17.4438960735841,38.5092994975277,10.363413206899,79.2327644586634,64.8124521641354,40.1770336509151,20.379999,6175.05
"2010-06-16",48.5,61.6162651099946,33.8496357818095,33.7685388054,67.7553808635444,39.0667211601486,7.19690024748919,83.0290959768239,34.5808517000381,17.4249593309676,38.8540548042748,10.363413206899,79.8792280620379,64.929118167754,39.7125592734479,20.459999,6190.91
"2010-06-17",48.63,61.0895631755254,34.2119337396421,34.5827808049486,67.4841998218304,39.213857202396,7.26433606448805,83.0683718027354,35.2145902356149,17.6616686136741,38.8617263653824,10.3139458407562,79.505918093892,67.3432070118626,40.3721128894514,20.530001,6223.54
"2010-06-18",48.38,60.7593918136193,34.3082407917242,35.3315561110661,67.1571873891753,38.9868473086428,7.21937885315548,82.2435794585948,36.0211665536216,17.6742931087518,38.8456083380047,10.3263126822919,79.6698102750292,67.8008967183664,41.3475090821325,19.42,6216.98
"2010-06-21",48.485,61.9857425864133,34.3999617937072,36.334014854229,67.7713326895276,39.5165370607335,7.21338455831113,83.2647509322927,36.9961489160474,17.4438960735841,38.8303427063057,10.4829593417439,80.6622684830267,69.416272153086,41.7701807656277,19.209999,6292.97
"2010-06-22",48.61,61.5533753267744,34.4641664950953,36.2521814874402,67.6995494726033,39.2390805239241,7.25084890108828,83.1076476286469,36.7346763733969,17.6553563661353,38.450716667251,10.3592909263871,81.4726242675385,68.7880705951395,42.4529581005045,19.549999,6269.04
"2010-06-23",47.95,61.0974243984279,34.4274780943021,36.092606422202,66.6945844356632,39.4618865307559,7.24635317995502,82.4006827622406,36.7834254915182,17.4565205686618,37.8893753676161,10.3592909263871,80.5621121501096,68.8778136748461,42.2207209117709,20.92,6204.52
"2010-06-24",47.75,59.6745430530708,34.1339708879566,35.7243562716524,66.0166318313781,38.9616239871147,7.20514240290016,82.007924503126,36.6947907312976,17.4975501776643,37.2727833299027,10.3592909263871,80.3617994842752,69.3714006132327,41.5007856266967,22.34,6115.48
"2010-06-25",47.145,59.3129267995546,34.0284917356762,34.5254974481964,65.960800440437,38.8018762841032,7.27557536732119,82.0472003290375,35.9724174355004,17.2608408949578,36.7921871481888,10.2521116330778,80.4710609383667,67.5765390190999,40.093428262971,23.139999,6070.6
"2010-06-28",47.83,59.8632124027314,34.1110406374609,35.2947310960112,66.3117406120669,39.7687702760148,7.36848693740851,82.4006827622406,36.5441116389228,17.4344277022759,37.141204433329,10.2727230356373,81.9460905686015,68.0701259574864,41.1663640749203,22.09,6157.22
